SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED53105,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,13,0,0,0,0,3,0,34,19,5,0,5,4,5,0,0,68,0,0,4,7,3,9,25,16,4,0,4,4,3,0,0,89,0,0,0,0,10,25,219,107,16,19,10,18,7,0,4,429,0,13,21,9,8,40,25,4,0,0,0,0,0,0,10,126,0,0,8,0,0,0,3,11,0,0,0,4,0,0,0,27,0,0,0,4,7,8,0,6,0,0,0,0,0,0,0,22,11,27,23,8,18,9,24,17,0,0,0,0,0,0,8,144,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,13,10,33,22,0,0,6,5,10,0,0,97,5,3,18,21,15,47,625,495,57,71,78,108,27,5,27,1610,0,0,4,0,13,45,90,47,6,15,6,7,8,0,6,245,0,0,0,0,10,4,26,56
SED53204,0,0,0,0,30,56,113,111,3,8,13,19,6,13,8,383,0,0,0,7,3,6,15,12,0,0,0,0,0,0,0,41,0,0,0,4,3,11,21,7,4,0,0,0,0,0,0,64,0,0,0,5,17,44,172,90,12,5,10,22,9,4,0,383,0,10,29,8,6,47,32,8,0,0,0,0,0,0,0,147,0,3,3,8,0,11,40,47,0,5,0,0,3,4,0,124,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,17,13,5,10,12,15,16,20,11,4,0,0,0,0,0,0,114,3,13,22,13,4,0,0,0,0,0,0,0,0,0,0,48,0,0,4,6,26,38,21,13,0,0,0,5,0,3,0,121,3,8,70,68,52,99,851,446,74,37,38,90,26,10,27,1910,0,0,0,4,16,35,51,26,5,8,0,3,0,0,3,152,0,0,0,0,22,28,70,82
SED53306,0,0,0,0,5,0,0,7,0,4,0,0,0,0,0,11,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,15,0,0,12,4,5,16,19,15,0,0,0,6,0,0,0,82,0,0,0,0,6,7,31,34,13,6,4,12,0,0,0,120,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,4,0,0,0,8,6,0,7,0,0,0,0,0,0,0,25,24,32,29,17,14,10,13,11,3,0,0,0,6,0,4,163,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,5,0,3,5,0,0,0,0,0,0,4,22,3,9,27,12,13,14,122,125,30,18,25,37,8,5,11,454,0,0,3,0,6,25,47,18,15,8,6,5,3,6,0,136,0,0,0,0,0,0,3,20
SED53402,0,0,0,0,0,0,16,10,3,5,0,6,0,0,0,39,0,0,0,6,4,0,10,20,5,3,5,6,0,0,0,53,0,0,10,17,14,32,35,22,3,8,0,9,0,0,0,153,0,0,0,8,34,58,203,127,26,31,23,34,18,0,16,573,3,9,28,9,4,21,0,4,0,0,0,0,0,0,4,82,0,6,5,0,5,0,3,4,0,0,0,0,0,0,0,27,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,22,37,12,12,22,48,9,44,18,6,4,5,6,3,0,3,234,7,9,28,13,0,4,0,8,0,0,0,0,0,0,5,64,0,0,0,14,29,39,44,24,6,4,4,4,6,0,0,172,14,7,75,92,53,52,278,283,77,59,84,88,17,5,17,1199,3,3,0,5,10,53,55,36,10,8,0,8,13,0,4,210,0,0,0,0,14,8,28,58
SED53502,0,0,0,0,0,4,19,12,0,0,0,0,0,3,4,48,0,0,0,3,5,7,12,3,0,0,0,0,0,0,0,35,0,0,10,15,8,17,20,8,0,3,3,0,0,0,0,84,0,0,0,6,8,6,110,48,12,13,5,8,0,0,0,227,0,24,80,31,15,19,3,0,0,0,0,0,0,0,6,178,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,23,0,0,0,0,7,4,8,6,0,0,0,0,4,3,0,23,45,44,22,19,34,11,21,10,0,0,0,0,3,0,4,228,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,5,10,11,4,3,4,0,0,0,0,0,46,4,4,59,36,47,44,463,313,80,29,47,59,17,4,24,1233,0,3,0,3,8,8,47,24,6,6,9,5,6,0,5,120,0,0,0,0,6,5,3,12
SED53602,0,0,0,0,3,30,135,166,0,12,23,21,16,8,12,429,0,0,0,5,3,6,24,19,0,0,0,0,3,0,0,65,0,0,3,3,6,6,5,3,0,0,0,0,0,0,0,29,0,0,0,6,35,56,126,80,4,10,12,19,5,0,16,388,0,6,23,13,5,60,50,0,0,0,0,0,0,0,0,158,3,0,10,5,6,13,32,11,8,3,0,5,0,0,3,104,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,13,16,24,14,9,27,16,20,16,0,0,0,0,0,0,3,137,3,24,41,13,10,0,3,4,0,0,0,0,0,0,0,102,0,0,0,4,18,27,21,17,3,0,3,3,0,0,0,111,10,4,83,91,65,52,392,290,78,77,106,149,42,3,30,1468,0,5,4,10,18,28,57,29,7,7,14,5,3,0,3,187,0,0,0,0,29,37,60,54
SED53701,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,9,11,0,8,0,0,0,0,0,0,51,0,0,0,0,0,0,13,17,0,0,0,4,0,0,0,37,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,14,21,27,13,17,30,6,16,20,0,0,5,10,0,0,6,178,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,21,9,0,12,6,3,6,11,26,9,5,4,4,6,0,3,103,0,4,0,0,0,3,9,8,3,0,3,3,0,0,0,37,0,0,0,0,0,0,0,0
SED53802,0,0,0,0,5,4,43,13,5,7,3,3,0,0,0,89,0,0,0,7,0,0,10,4,0,3,0,3,0,0,0,27,0,0,9,7,6,11,16,11,4,3,0,0,0,7,0,70,0,0,4,15,66,81,369,191,39,33,28,54,8,0,23,908,3,12,32,18,8,40,8,9,0,0,0,0,0,0,7,130,4,6,17,11,4,3,18,0,0,0,0,3,0,0,0,62,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,14,36,42,11,20,19,15,22,14,3,0,0,0,0,0,0,189,10,63,80,17,12,0,10,31,0,0,0,0,0,0,0,225,0,0,5,12,31,55,61,43,0,0,6,9,11,0,7,241,11,5,130,124,92,75,533,429,117,99,147,155,44,6,34,2004,0,4,4,12,18,34,68,36,0,8,10,3,6,0,4,210,0,0,0,0,34,42,76,78
SED53902,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,14,0,0,0,0,3,0,9,10,7,0,0,0,0,0,0,29,0,0,5,14,16,16,24,25,7,0,0,7,0,4,6,120,0,0,0,9,40,69,238,118,25,31,24,52,6,0,11,629,3,13,33,4,11,25,15,0,0,0,0,0,0,0,6,112,0,7,4,0,3,5,11,5,0,0,0,4,0,0,3,38,0,0,0,0,3,4,0,3,5,0,0,0,0,0,0,15,38,25,20,13,28,16,22,10,3,3,4,3,0,0,3,185,12,42,53,18,11,8,4,3,0,5,0,4,0,0,4,166,0,0,3,8,31,30,47,37,5,0,3,10,3,0,0,176,16,6,77,44,43,52,179,210,58,51,93,108,37,7,14,1007,0,3,0,7,17,28,43,16,3,0,9,8,6,0,0,144,0,0,0,0,20,25,34,51
SED54006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,11,0,0,4,7,0,10,16,3,0,0,3,0,0,0,0,54,0,0,0,0,0,0,17,13,0,8,9,50,0,0,5,103,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,3,0,0,0,4,9,7,6,0,37,16,19,19,15,17,8,20,7,0,0,5,0,0,0,9,137,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,13,13,0,11,12,7,4,16,17,0,4,9,4,0,0,3,99,0,3,0,0,0,6,19,13,0,3,3,0,0,0,0,47,0,0,0,0,0,0,0,0
SED54104,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,5,11,4,3,0,9,8,14,0,0,63,0,0,13,28,28,46,63,54,9,12,13,12,5,6,5,299,0,4,3,24,59,100,284,260,100,119,112,182,98,8,20,1386,0,5,9,3,11,7,6,11,0,0,0,0,0,0,3,59,0,3,4,0,0,0,8,9,3,4,4,0,0,0,0,41,0,3,0,0,8,0,0,4,0,0,0,0,0,0,0,23,29,23,18,10,38,19,51,32,6,5,11,11,8,0,3,255,5,19,10,0,0,4,3,10,0,0,3,0,0,0,5,49,6,5,13,30,64,37,43,30,15,5,18,17,16,3,5,300,11,8,52,48,42,65,192,142,49,71,57,114,76,17,19,950,0,7,5,11,32,70,94,35,16,21,38,65,47,0,3,451,0,0,0,5,48,7,54,79
SED54203,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,9,15,16,19,4,0,11,12,3,0,0,102,0,0,0,0,0,0,19,14,0,0,4,18,3,0,0,72,0,9,12,7,3,3,4,4,0,0,0,0,0,0,8,51,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,5,8,5,4,3,4,0,7,0,0,0,37,23,22,10,11,27,17,42,17,3,0,9,17,4,0,11,226,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,6,0,3,6,0,0,0,0,0,0,0,22,3,3,17,9,5,3,55,27,3,0,8,12,7,0,5,156,5,0,0,0,4,10,22,19,6,10,10,9,3,4,0,104,0,0,0,0,0,0,4,5
SED54304,0,0,0,0,0,5,9,4,0,4,0,4,0,18,0,53,0,0,0,0,3,3,19,9,4,5,3,5,0,0,0,50,0,0,6,16,27,37,56,43,11,12,13,17,5,0,6,241,0,0,0,4,53,95,316,369,124,163,189,218,97,13,44,1686,0,11,18,12,7,28,4,3,3,3,0,3,0,0,3,95,0,6,9,10,3,0,11,18,0,4,5,0,3,0,0,69,0,0,0,0,0,7,3,4,0,0,0,3,0,3,0,27,12,6,6,14,31,30,48,28,10,10,18,22,6,6,0,251,17,56,48,20,4,0,0,9,0,0,0,0,0,0,7,172,0,0,5,10,44,53,54,62,19,24,20,40,23,4,13,377,6,7,47,26,37,60,182,195,75,127,188,223,95,34,28,1330,4,3,3,7,25,87,110,66,20,21,38,28,50,6,11,478,0,0,0,0,23,21,45,99
SED54403,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,14,5,0,0,0,5,0,0,28,0,0,0,9,11,12,30,22,0,3,0,6,11,0,0,98,0,0,0,0,5,9,97,65,9,21,12,50,6,0,3,288,0,5,11,4,0,6,6,0,0,0,4,0,0,0,0,35,0,0,0,0,0,0,6,5,3,0,0,0,3,0,0,21,0,0,5,3,10,12,27,16,0,6,0,3,0,0,0,77,12,11,9,15,8,13,35,25,0,4,6,7,0,0,4,141,0,0,6,8,5,3,4,3,0,0,0,0,0,0,0,24,0,0,0,3,8,4,10,0,4,0,3,3,0,0,0,36,0,0,9,0,12,22,257,158,43,46,30,53,19,12,11,665,0,0,0,0,10,28,66,56,11,10,14,23,14,0,0,239,0,0,0,0,4,3,11,18
SED54505,0,0,0,0,5,16,0,4,0,0,0,0,0,7,0,37,0,0,0,0,7,14,117,66,8,0,4,3,0,0,0,225,0,0,10,13,17,9,29,8,0,0,0,4,0,0,3,90,0,5,3,6,130,218,1061,668,115,108,74,105,59,6,36,2602,3,5,6,4,3,7,0,0,0,0,0,0,0,0,3,31,0,7,5,3,0,6,7,21,15,8,0,0,0,0,3,82,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,19,25,16,14,14,40,8,24,12,0,0,0,0,0,0,3,154,0,9,7,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,7,27,118,95,74,72,11,16,15,0,5,3,10,456,13,15,63,65,99,206,1225,814,110,87,120,147,59,19,38,3071,0,3,9,8,55,132,210,87,13,3,10,10,10,0,10,576,0,0,0,0,19,9,65,67
SED54605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,8,9,14,6,8,11,4,0,0,3,0,0,0,78,0,0,0,0,10,4,35,27,5,3,3,15,6,0,3,125,3,9,31,17,7,20,16,5,0,0,0,0,0,0,0,99,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,17,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,14,14,33,26,18,38,17,30,28,0,0,3,3,0,0,0,210,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,8,8,0,0,0,0,0,0,0,23,9,9,23,22,11,15,57,28,11,11,8,9,3,5,7,218,0,3,0,3,6,7,30,18,3,0,9,10,5,0,7,102,0,0,0,0,3,0,5,10
SED54701,0,0,0,0,0,5,6,16,0,0,0,3,0,0,7,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,6,8,9,5,16,8,0,0,3,6,0,0,0,55,0,0,0,0,0,0,24,6,3,0,7,3,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,33,17,27,18,4,20,11,22,9,5,3,7,3,5,0,4,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,17,6,0,6,4,3,3,32,27,12,0,9,11,7,0,0,114,0,0,0,0,0,3,18,8,0,3,5,3,0,0,0,50,0,0,0,0,5,0,3,4
SED54804,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,5,14,24,20,41,35,7,9,10,10,4,0,4,181,0,4,0,0,28,34,184,113,16,18,18,32,9,0,5,479,5,16,21,4,5,15,3,0,0,0,0,0,0,0,0,78,6,0,4,0,10,0,11,11,0,3,0,0,0,0,0,46,0,0,0,6,8,3,0,3,0,0,0,0,0,0,0,14,24,28,15,15,38,21,66,40,4,4,9,11,4,0,3,283,4,19,15,3,0,0,9,6,0,0,0,0,0,0,7,61,0,4,0,3,22,19,15,16,10,6,10,4,3,0,5,116,4,12,27,19,17,42,126,91,7,8,11,17,4,0,9,400,3,4,0,4,10,36,44,19,15,7,9,0,7,0,3,158,0,0,0,0,13,27,40,60
SED54905,0,0,0,0,4,12,11,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,11,0,6,0,3,9,0,0,38,0,0,7,17,17,21,30,20,4,9,9,4,0,0,0,132,0,0,0,7,53,91,241,207,34,42,30,63,21,5,13,805,0,10,11,6,4,4,3,4,0,0,0,0,0,0,3,48,0,6,3,0,10,6,4,13,4,0,0,0,5,0,0,51,0,0,8,5,9,3,0,0,0,0,0,0,0,0,0,21,22,17,21,7,11,9,31,9,3,3,5,3,0,4,5,143,0,11,20,8,4,0,3,3,0,0,0,0,0,0,0,52,0,0,7,20,48,36,33,26,13,11,6,8,13,0,4,224,9,9,72,44,52,93,197,176,43,43,57,74,26,4,19,918,3,9,5,27,61,153,166,51,15,11,9,12,28,4,9,556,0,0,0,5,45,31,60,103
SED55005,0,0,0,3,21,78,220,193,20,32,11,54,13,14,16,671,0,0,0,0,0,24,110,55,7,6,0,8,4,0,8,227,0,0,0,11,0,3,18,11,0,3,0,0,6,0,0,53,0,0,3,9,29,78,860,418,58,45,37,88,23,6,34,1688,0,5,11,0,3,5,5,0,0,0,0,0,0,0,0,27,0,0,0,3,4,12,43,28,11,16,3,4,0,0,0,126,0,0,0,0,6,10,11,0,0,0,0,0,0,0,0,36,20,14,17,10,11,15,11,10,0,0,0,0,0,0,4,105,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,13,24,34,30,0,3,7,3,3,6,3,131,5,15,59,61,84,170,1563,962,175,132,180,229,61,20,39,3738,7,0,0,14,47,161,249,112,18,18,19,20,21,0,5,693,0,0,0,0,5,12,59,55
SED55102,0,0,0,0,0,3,29,27,4,4,0,0,7,0,5,76,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,18,0,0,10,18,5,15,15,8,5,0,0,0,0,0,4,81,0,0,0,0,3,6,24,28,0,0,3,0,4,0,8,77,0,9,25,9,3,8,3,0,0,0,0,0,0,0,3,67,0,3,0,0,0,7,16,4,0,0,0,0,0,0,3,34,0,0,0,0,8,0,3,9,0,5,0,0,0,0,0,31,16,17,13,17,41,23,36,12,0,6,0,0,0,0,5,186,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,0,5,7,6,0,0,4,0,0,0,13,44,5,4,27,34,28,36,464,228,33,19,37,46,21,3,25,1009,0,5,4,4,0,19,29,22,7,0,4,5,0,0,4,96,0,0,0,0,6,12,4,12
SED55202,0,0,0,0,10,69,329,319,58,50,35,74,38,27,17,1023,0,0,0,6,0,9,107,76,4,10,11,7,6,0,0,234,0,0,8,4,12,3,12,6,0,0,0,0,0,0,0,41,0,0,0,8,17,40,368,186,28,24,28,35,10,0,13,763,0,0,12,4,0,9,7,0,0,0,0,0,0,0,7,40,3,4,6,0,4,3,14,17,5,0,0,0,0,0,0,48,0,0,0,6,13,5,14,16,0,0,0,0,0,0,0,46,21,31,18,13,35,16,13,12,0,0,0,0,0,0,0,165,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,4,10,13,25,15,0,5,0,6,4,0,5,97,5,8,74,113,76,93,703,535,84,75,155,206,41,9,41,2214,0,3,0,15,56,106,209,100,13,20,18,31,14,3,11,593,0,0,0,3,4,3,31,63
SED55306,0,0,0,0,0,0,17,35,0,0,0,7,0,3,0,69,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,9,14,8,17,40,17,0,0,3,4,0,4,0,124,0,0,0,0,0,4,12,14,0,3,4,5,4,0,3,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,16,21,13,26,25,59,34,5,5,9,9,4,0,7,249,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,6,3,0,0,0,0,0,0,0,26,11,0,26,5,0,7,42,36,8,6,9,8,0,0,5,169,0,3,0,0,5,7,20,17,0,4,6,0,3,0,4,84,0,0,0,0,0,0,0,0
SED55405,0,0,0,0,8,15,29,39,3,9,0,9,0,0,0,116,0,0,4,0,0,4,13,30,4,22,20,12,10,6,5,121,0,0,11,13,10,27,36,14,7,3,3,5,0,4,0,129,0,0,5,3,36,71,323,323,70,91,99,110,25,5,24,1182,3,8,14,0,5,8,5,0,0,0,0,0,0,0,0,48,0,0,5,4,4,5,9,17,5,0,3,3,5,0,6,74,0,3,3,0,7,0,5,0,0,0,0,0,0,0,0,23,15,9,18,11,19,17,41,20,5,0,4,6,9,0,10,183,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,16,0,3,7,11,29,28,48,49,18,24,27,13,25,8,3,295,10,13,52,52,46,52,328,323,155,136,226,262,127,20,63,1878,3,5,0,14,37,114,208,119,21,36,52,67,31,9,20,733,0,0,0,0,11,22,37,59
SED55504,0,0,0,0,8,14,28,5,0,0,0,0,0,0,0,52,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,13,0,0,4,17,12,10,19,16,0,0,0,0,0,0,0,79,0,0,0,0,6,4,89,42,11,5,14,14,0,0,4,191,0,11,15,7,0,9,9,0,0,0,0,0,0,0,0,57,0,0,3,6,5,9,25,37,7,3,0,0,0,3,0,90,0,0,0,0,0,4,8,6,0,0,0,4,0,0,0,27,18,19,12,17,57,19,35,20,0,0,0,0,0,0,4,208,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3,7,6,10,8,5,0,0,5,0,0,0,50,3,5,27,29,21,36,456,308,31,21,35,44,16,0,17,1044,0,0,0,5,9,19,40,16,6,0,3,0,11,0,0,115,0,0,0,4,7,18,29,21
SED55605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,14,0,0,8,6,12,17,34,18,4,6,0,0,5,4,0,118,0,0,0,0,5,9,17,10,0,7,0,10,0,0,0,65,0,0,16,5,3,12,3,0,0,0,0,0,0,0,0,41,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,22,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,22,7,23,29,21,28,5,43,18,0,5,5,0,0,0,3,201,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,4,5,5,3,0,0,0,0,0,0,0,22,7,4,15,17,11,14,40,15,3,0,3,7,0,0,0,123,0,0,3,3,5,17,18,30,3,3,4,7,3,0,4,109,0,0,0,0,0,0,0,7
SED55706,0,0,0,0,0,0,35,41,9,10,5,19,4,5,5,125,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,23,20,17,24,15,6,0,3,9,0,0,0,139,0,0,0,0,0,0,18,12,3,3,0,0,0,0,6,51,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,14,28,31,26,24,60,28,65,34,0,0,0,3,3,0,12,308,3,14,5,9,0,0,0,3,0,0,0,0,0,0,5,28,0,0,9,0,3,3,4,7,0,0,0,0,0,0,0,24,4,7,24,12,3,10,13,18,3,0,6,0,0,0,7,108,0,6,5,0,8,4,10,17,4,8,0,4,9,0,0,68,0,0,0,0,0,0,3,3
SED55802,0,0,0,0,6,37,118,118,19,20,12,10,12,4,16,363,0,0,0,10,0,3,16,17,0,0,0,0,0,0,0,52,0,0,3,9,8,3,21,3,0,6,0,5,0,0,0,55,0,0,0,0,25,28,109,45,11,3,5,8,9,0,7,262,0,3,27,8,3,24,26,0,0,0,0,0,0,0,4,99,0,0,0,0,0,0,24,7,0,0,0,4,0,0,0,52,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,19,11,16,8,9,24,26,33,3,0,0,0,3,0,0,3,134,0,0,10,7,0,5,0,4,0,0,0,0,0,0,0,30,0,0,0,3,18,18,27,19,4,0,0,0,5,0,0,106,11,5,68,51,69,87,1177,813,135,121,119,153,50,13,20,2889,0,6,0,3,10,32,44,25,6,10,4,8,6,0,5,165,0,0,0,0,6,19,40,69
